action_name,matched_key,bucket,claude_verdict
kedacore/keda/.github/workflows/template-versions-smoke-tests.yml,kedacore/keda,maybe,n
kedacore/keda/.github/workflows/upgrade-validation-template.yml,kedacore/keda,maybe,n
keep-network/ci/.github/workflows/reusable-solidity-docs.yml,keep-network/ci,maybe,n
keep-network/ci/actions/load-env-variables,keep-network/ci,maybe,n
keep-network/ci/actions/notify-workflow-completed,keep-network/ci,maybe,n
keep-network/ci/actions/upstream-builds-query,keep-network/ci,maybe,n
keep-network/golint-action,keep-network/golint-action,maybe,y
keep-network/load-env-variables,keep-network/load-env-variables,maybe,n
keep-network/notify-workflow-completed,keep-network/notify-workflow-completed,maybe,n
keep-network/npm-version-bump,keep-network/npm-version-bump,maybe,n
keep-network/tenderly-push-action,keep-network/tenderly-push-action,maybe,n
keep-network/upstream-builds-query,keep-network/upstream-builds-query,maybe,n
keisukeyamashita/memcached-actions,keisukeyamashita/memcached-actions,maybe,
keithnull/tencent-cloud-cdn-purge-cache,keithnull/tencent-cloud-cdn-purge-cache,maybe,y
kellyselden/ember-cli-update-action,kellyselden/ember-cli-update-action,maybe,n
kemayo/actions-recent-changelog,kemayo/actions-recent-changelog,maybe,n
kengotoda/sonar-update-center-action,kengotoda/sonar-update-center-action,maybe,
kenjdavidson/gatsby-gh-pages-action,kenjdavidson/gatsby-gh-pages-action,maybe,y
kentcdodds/kcd-workshop-validation-action,kentcdodds/kcd-workshop-validation-action,maybe,n
keptn/docs-tooling/.github/workflows/release-docs.yml,keptn/docs-tooling,maybe,n
keptn/gh-action-build-docker-image,keptn/gh-action-build-docker-image,maybe,n
keptn/gh-action-extract-branch-name,keptn/gh-action-extract-branch-name,maybe,n
keptn/gh-action-send-event,keptn/gh-action-send-event,maybe,y
keptn/keptn/.github/workflows/build-cli.yml,keptn/keptn,maybe,n
keptn/keptn/.github/workflows/build-helm-charts.yml,keptn/keptn,maybe,n
kerhub/spammy-guardian,kerhub/spammy-guardian,maybe,n
kernel-su/actions-comment-on-issue,kernel-su/actions-comment-on-issue,maybe,
kevindejong-tomtom/commisery-action,kevindejong-tomtom/commisery-action,maybe,
kewisch/action-thunderbird-tests,kewisch/action-thunderbird-tests,maybe,y
kewisch/action-yet-another-eslint,kewisch/action-yet-another-eslint,maybe,n
kfir4444/free-disk-space,kfir4444/free-disk-space,maybe,n
khan/actions,khan/actions,maybe,
khan/changeset-per-package,khan/changeset-per-package,maybe,
khan/eslint-action,khan/eslint-action,maybe,
khan/flow-action,khan/flow-action,maybe,
khan/gerald,khan/gerald,maybe,
khan/jest-action,khan/jest-action,maybe,
khan/jest-coverage-action,khan/jest-coverage-action,maybe,
khonsulabs/sync-to-dossier,khonsulabs/sync-to-dossier,maybe,n
kidunot89/setup-php,kidunot89/setup-php,maybe,n
kiegroup/chain-status/.ci/actions/generate-app,kiegroup/chain-status,maybe,n
kiegroup/chain-status/.ci/actions/generate-data,kiegroup/chain-status,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/backporting,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/build-chain,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/cache-maven,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/java,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/long-paths,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/maven,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/os-preparation,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/parse-labels,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/surefire-report,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/droolsjbpm-build-bootstrap/.ci/actions/ubuntu-disk-space,kiegroup/droolsjbpm-build-bootstrap,maybe,n
kiegroup/kie-ci/.ci/actions/backporting,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/build-chain,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/dsl-tests,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/long-paths,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/maven,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/os-preparation,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/parse-labels,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/python-packages,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/surefire-report,kiegroup/kie-ci,maybe,n
kiegroup/kie-ci/.ci/actions/ubuntu-disk-space,kiegroup/kie-ci,maybe,n
kiegroup/kie-tools/.github/workflows/release_build.yml,kiegroup/kie-tools,maybe,n
kiegroup/kie-tools/.github/workflows/staging_build.yml,kiegroup/kie-tools,maybe,n
kiegroup/kogito-pipelines/.ci/actions/action-junit-report,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/backporting,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/build-chain,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/dsl-tests,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/long-paths,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/maven,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/os-preparation,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/parse-labels,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/surefire-report,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-pipelines/.ci/actions/ubuntu-disk-space,kiegroup/kogito-pipelines,maybe,n
kiegroup/kogito-tooling/.github/workflows/release_build.yml,kiegroup/kogito-tooling,maybe,n
kiegroup/kogito-tooling/.github/workflows/staging_build.yml,kiegroup/kogito-tooling,maybe,n
killbill/gh-actions-shared/.github/workflows/ci.yml,killbill/gh-actions-shared,maybe,n
killbill/gh-actions-shared/.github/workflows/cloudsmith_release.yml,killbill/gh-actions-shared,maybe,n
killbill/gh-actions-shared/.github/workflows/codeql-analysis.yml,killbill/gh-actions-shared,maybe,n
killbill/gh-actions-shared/.github/workflows/sync.yml,killbill/gh-actions-shared,maybe,n
kimlimjustin/tauri-action,kimlimjustin/tauri-action,maybe,n
kingstinct/utils/.github/workflows/eas-build.yml,kingstinct/utils,maybe,
kingtous/install-llvm-action-32bit,kingtous/install-llvm-action-32bit,maybe,
kingtous/run-on-arch-action,kingtous/run-on-arch-action,maybe,
kinnala/scikit-fem-docker-action,kinnala/scikit-fem-docker-action,maybe,n
kirbyrawr/docfx-action,kirbyrawr/docfx-action,maybe,
kitchen/re-thirdparty-actions/actions/jacoco-report,kitchen/re-thirdparty-actions,maybe,
kitchen/re-thirdparty-actions/actions/test-reporter,kitchen/re-thirdparty-actions,maybe,
kitchen/re-thirdparty-actions/actions/vault,kitchen/re-thirdparty-actions,maybe,
kittaakos/upload-artifact-as-is,kittaakos/upload-artifact-as-is,maybe,n
kittaakos/upload-release-action,kittaakos/upload-release-action,maybe,n
kittaakos/upload-s3-action,kittaakos/upload-s3-action,maybe,n
kj002/read-yaml,kj002/read-yaml,maybe,
kjvalencik/github-actions/approve,kjvalencik/github-actions,maybe,n
klakegg/github-upload,klakegg/github-upload,maybe,n
klever1988/cachewrtbuild,klever1988/cachewrtbuild,maybe,y
klever1988/ssh2actions,klever1988/ssh2actions,maybe,n
klothoplatform/gh-action-retry,klothoplatform/gh-action-retry,maybe,n
knative-sandbox/actions-downstream-test,knative-sandbox/actions-downstream-test,maybe,n
knative-sandbox/downstream-test-go,knative-sandbox/downstream-test-go,maybe,n
knative/actions/.github/workflows/go-build.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/go-test.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-go-build.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-go-test.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-security.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-stale.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-style.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/reusable-verify-codegen.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/security.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/stale.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/style.yaml,knative/actions,maybe,n
knative/actions/.github/workflows/verify-codegen.yaml,knative/actions,maybe,n
knative/actions/go/downstream-test,knative/actions,maybe,n
koj-co/dependabot-pr-action,koj-co/dependabot-pr-action,maybe,n
kolide/add-to-project-action,kolide/add-to-project-action,maybe,n
kolpav/purge-artifacts-action,kolpav/purge-artifacts-action,maybe,n
komodoplatform/install-qt-action,komodoplatform/install-qt-action,maybe,
komodoplatform/run-vcpkg,komodoplatform/run-vcpkg,maybe,
komodoplatform/setup-nim-action,komodoplatform/setup-nim-action,maybe,
komputeproject/action-cmake-build,komputeproject/action-cmake-build,maybe,
kong/kong-license,kong/kong-license,maybe,
kong/public-shared-actions/pr-previews/up-to-date,kong/public-shared-actions,maybe,
konishchevdmitry/investments/.github/workflows/test.yml,konishchevdmitry/investments,maybe,
konveyor/create-release-draft,konveyor/create-release-draft,maybe,n
konveyor/get-env-info,konveyor/get-env-info,maybe,n
konveyor/upload-release-action,konveyor/upload-release-action,maybe,n
koplo199/action-gh-release,koplo199/action-gh-release,maybe,n
koppor/markdown-lint,koppor/markdown-lint,maybe,n
kordamp/kordamp-gradle-plugin-workflow/.github/workflows/early-access.yml,kordamp/kordamp-gradle-plugin-workflow,maybe,n
kotest/kotest-action,kotest/kotest-action,maybe,y
kportertx/action-hadolint,kportertx/action-hadolint,maybe,n
kpresler/spotbugs-github-action,kpresler/spotbugs-github-action,maybe,n
kraenhansen/find-pull-request-action,kraenhansen/find-pull-request-action,maybe,n
krakendio/.github/.github/workflows/lock-threads.yml,krakendio/.github,maybe,n
krakendio/.github/.github/workflows/stale.yml,krakendio/.github,maybe,n
krazykirby99999/matrix-commit,krazykirby99999/matrix-commit,maybe,n
kring/test-reporter,kring/test-reporter,maybe,y
kristof-mattei/clippy-check,kristof-mattei/clippy-check,maybe,y
krpc/krpc-core/.github/actions/bazel-fetch,krpc/krpc-core,maybe,n
krpc/krpc-core/.github/actions/ksp-lib,krpc/krpc-core,maybe,n
krpc/krpc-core/.github/actions/upload-artifact,krpc/krpc-core,maybe,n
krukmat/setup-pmd,krukmat/setup-pmd,maybe,n
krzkaczor/reg-actions,krzkaczor/reg-actions,maybe,n
ksp-ckan/kspmmcfgparser,ksp-ckan/kspmmcfgparser,maybe,
ksp-ro/buildtools/.github/workflows/check-secret.yml,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/.github/workflows/validate-cfg-files.yml,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/download-assemblies,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/process-changelog,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/update-assembly-info,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/update-version-file,ksp-ro/buildtools,maybe,
ksp-ro/buildtools/update-version-in-readme,ksp-ro/buildtools,maybe,
kt3k/license_checker,kt3k/license_checker,maybe,y
kubean-io/kubean/.github/actions/build-push-for-e2e.yml,kubean-io/kubean,maybe,n
kubeflow/code-intelligence/issue_triage/action,kubeflow/code-intelligence,maybe,
kubeinit/github-push-action,kubeinit/github-push-action,maybe,n
kubeinit/sphinx-action,kubeinit/sphinx-action,maybe,n
kubernetes-sigs/kubebuilder-release-tools,kubernetes-sigs/kubebuilder-release-tools,maybe,n
kubescape/workflows/.github/workflows/incluster-comp-pr-merged.yaml,kubescape/workflows,maybe,n
kubewarden/github-actions/crane-installer,kubewarden/github-actions,maybe,n
kubewarden/github-actions/kubernetes-bom-installer,kubewarden/github-actions,maybe,n
kubewarden/github-actions/sbom-generator-installer,kubewarden/github-actions,maybe,n
kubewarden/github-actions/syft-installer,kubewarden/github-actions,maybe,n
kubewarden/kubewarden-controller/.github/workflows/container-image.yml,kubewarden/kubewarden-controller,maybe,n
kubewarden/kubewarden-end-to-end-tests/.github/workflows/e2e-tests.yml,kubewarden/kubewarden-end-to-end-tests,maybe,n
kubewarden/policy-server/.github/workflows/tests.yml,kubewarden/policy-server,maybe,n
kumahq/.github/.github/workflows/wfc_backport.yml,kumahq/.github,maybe,n
kumahq/.github/.github/workflows/wfc_lifecycle.yml,kumahq/.github,maybe,n
kumahq/.github/.github/workflows/wfc_pr_management.yml,kumahq/.github,maybe,n
kuzzleio/ci-tooling/.github/workflows/danger.yaml,kuzzleio/ci-tooling,maybe,n
kvrhdn/gha-buildevents,kvrhdn/gha-buildevents,maybe,y
kyoncy/issue-comment-actions,kyoncy/issue-comment-actions,maybe,n
kyoripowered/.github/.github/workflows/shared-ci.yaml,kyoripowered/.github,maybe,
kyoripowered/.github/.github/workflows/shared-rebuild-docs.yaml,kyoripowered/.github,maybe,
kyoripowered/action-regex-match,kyoripowered/action-regex-match,maybe,
kyranjamie/pull-request-fixed-header,kyranjamie/pull-request-fixed-header,maybe,n
labhanshagrawal/upload-artifact,labhanshagrawal/upload-artifact,maybe,
lablabs/setup-tflint,lablabs/setup-tflint,maybe,y
lablup/auto-label-in-issue,lablup/auto-label-in-issue,maybe,n
lablup/size-label-action,lablup/size-label-action,maybe,n
lablup/sparse-checkout,lablup/sparse-checkout,maybe,n
labring-actions/pull-request-comments-hidden-tags,labring-actions/pull-request-comments-hidden-tags,maybe,
labring-actions/sealos-cherry-pick,labring-actions/sealos-cherry-pick,maybe,n
laminas/documentation-theme/github-actions/docs,laminas/documentation-theme,maybe,n
laminas/laminas-ci-matrix-action,laminas/laminas-ci-matrix-action,maybe,y
laminas/workflow-automatic-releases/.github/workflows/release-on-milestone-closed.yml,laminas/workflow-automatic-releases,maybe,n
laminas/workflow-continuous-integration/.github/workflows/continuous-integration.yml,laminas/workflow-continuous-integration,maybe,n
laoshanxi/coverity-scan-action,laoshanxi/coverity-scan-action,maybe,n
lapce/import-codesign-certs,lapce/import-codesign-certs,maybe,n
lapce/xcode-staple,lapce/xcode-staple,maybe,n
lapeste/test-reporter,lapeste/test-reporter,maybe,
laravel-lang/.github/.github/workflows/download.yml,laravel-lang/.github,maybe,
laravel-lang/.github/.github/workflows/translate.yml,laravel-lang/.github,maybe,
laravel/.github/.github/workflows/coding-standards.yml,laravel/.github,maybe,n
laravel/.github/.github/workflows/compile-assets.yml,laravel/.github,maybe,n
laravel/.github/.github/workflows/pull-requests.yml,laravel/.github,maybe,n
laravel/.github/.github/workflows/update-changelog.yml,laravel/.github,maybe,n
launchdarkly/find-code-references,launchdarkly/find-code-references,maybe,n
lauravuo/action-automatic-releases,lauravuo/action-automatic-releases,maybe,n
laurentsimon/scorecard-action,laurentsimon/scorecard-action,maybe,n
laurentsimon/slsa-delegator/.github/actions/generate-attestations,laurentsimon/slsa-delegator,maybe,n
layer5io/meshery-service-mesh-patterns-action,layer5io/meshery-service-mesh-patterns-action,maybe,n
layer5io/mesheryctl-service-mesh-patterns-action,layer5io/mesheryctl-service-mesh-patterns-action,maybe,n
layer5io/trigger-remote-provider-action,layer5io/trigger-remote-provider-action,maybe,n
layer5labs/meshery-extensions-packages/.github/workflows/notify-email.yml,layer5labs/meshery-extensions-packages,maybe,n
layotto/alipay-cloud-devops-codescan,layotto/alipay-cloud-devops-codescan,maybe,n
lazy-actions/slatify,lazy-actions/slatify,maybe,y
lbphacker/create-release,lbphacker/create-release,maybe,
lbphacker/upload-release-asset,lbphacker/upload-release-asset,maybe,
ldez/gha-mjolnir,ldez/gha-mjolnir,maybe,n
leafwing-studios/cargo-cache,leafwing-studios/cargo-cache,maybe,
leahlundqvist/get-release,leahlundqvist/get-release,maybe,n
leahwicz/dbt-core/.github/workflows/release-docker.yml,leahwicz/dbt-core,maybe,n
leancodepl/mobile-tools/.github/actions/pub-release,leancodepl/mobile-tools,maybe,n
learningequality/kolibri-app/.github/workflows/build_mac.yml,learningequality/kolibri-app,maybe,n
learningequality/kolibri-installer-android/.github/workflows/build_apk.yml,learningequality/kolibri-installer-android,maybe,n
learningequality/kolibri-installer-android/.github/workflows/release_apk.yml,learningequality/kolibri-installer-android,maybe,n
learningequality/kolibri-installer-debian/.github/workflows/build_deb.yml,learningequality/kolibri-installer-debian,maybe,n
learningequality/kolibri-installer-windows/.github/workflows/build_exe.yml,learningequality/kolibri-installer-windows,maybe,n
learningequality/pi-gen/.github/workflows/build_zip.yml,learningequality/pi-gen,maybe,n
learningequality/pr-labeler,learningequality/pr-labeler,maybe,n
lebedevri/checkout,lebedevri/checkout,maybe,
ledgerhq/ledger-app-workflows/.github/workflows/reusable_build.yml,ledgerhq/ledger-app-workflows,maybe,
ledgerhq/ledger-app-workflows/.github/workflows/reusable_pypi_deployment.yml,ledgerhq/ledger-app-workflows,maybe,
ledgerhq/ledger-app-workflows/.github/workflows/reusable_ragger_tests.yml,ledgerhq/ledger-app-workflows,maybe,
lee-dohm/no-response,lee-dohm/no-response,maybe,n
legit-labs/action-download-artifact,legit-labs/action-download-artifact,maybe,
legoktm/gh-action-auto-dch,legoktm/gh-action-auto-dch,maybe,n
legoktm/gh-action-build-deb,legoktm/gh-action-build-deb,maybe,n
legoktm/gh-action-dput,legoktm/gh-action-dput,maybe,n
lekoarts/actions-push-subdirectories,lekoarts/actions-push-subdirectories,maybe,
lelia/forker,lelia/forker,maybe,n
lenskit/lkbuild/actions/report-test-results,lenskit/lkbuild,maybe,n
lenskit/lkbuild/actions/save-test-results,lenskit/lkbuild,maybe,n
lenskit/lkbuild/actions/setup-conda-env,lenskit/lkbuild,maybe,n
lenskit/lkbuild/actions/setup-vanilla-env,lenskit/lkbuild,maybe,n
leoafarias/flutter-fvm-config-action,leoafarias/flutter-fvm-config-action,maybe,y
leodido/rn2md,leodido/rn2md,maybe,n
leroy-merlin-br/action-s3-cache,leroy-merlin-br/action-s3-cache,maybe,n
less-action/reusables/.github/workflows/pre-commit.yaml,less-action/reusables,maybe,n
lewiscowles1986/action-wordpress-plugin-deploy,lewiscowles1986/action-wordpress-plugin-deploy,maybe,
lf-lang/benchmarks-lingua-franca/.github/workflows/benchmark-tests.yml,lf-lang/benchmarks-lingua-franca,maybe,n
lf-lang/lingua-franca/.github/actions/latest-release,lf-lang/lingua-franca,maybe,n
lf-lang/lingua-franca/.github/workflows/build.yml,lf-lang/lingua-franca,maybe,n
lgj101/opengauss-action,lgj101/opengauss-action,maybe,n
liangyongxiang/gentoo-nvchecker,liangyongxiang/gentoo-nvchecker,maybe,n
libp2p/test-plans/.github/actions/run-interop-ping-test,libp2p/test-plans,maybe,n
libp2p/test-plans/.github/actions/run-transport-interop-test,libp2p/test-plans,maybe,n
libp2p/test-plans/.github/workflows/run-composition.yml,libp2p/test-plans,maybe,n
libp2p/test-plans/.github/workflows/run-testplans.yml,libp2p/test-plans,maybe,n
libp2p/uci/.github/workflows/go-test.yml,libp2p/uci,maybe,n
libra/actions/comment,libra/actions,maybe,n
libra/actions/hyperjump-comment,libra/actions,maybe,n
libra/actions/hyperjump-labels,libra/actions,maybe,n
libra/actions/hyperjump-request-review,libra/actions,maybe,n
libra/actions/labels,libra/actions,maybe,n
libra/actions/pr-base-ref,libra/actions,maybe,n
libra/actions/request-review,libra/actions,maybe,n
libra/actions/require-review,libra/actions,maybe,n
libratbag/libratbag/.github/actions/meson,libratbag/libratbag,maybe,n
libratbag/libratbag/.github/actions/pkginstall,libratbag/libratbag,maybe,n
libretiny-eu/mkdocs-deploy-gh-pages,libretiny-eu/mkdocs-deploy-gh-pages,maybe,n
libretranslate/libretranslate/.github/workflows/run-tests.yml,libretranslate/libretranslate,maybe,
libretuya/mkdocs-deploy-gh-pages,libretuya/mkdocs-deploy-gh-pages,maybe,n
libsgh/go-release-action,libsgh/go-release-action,maybe,n
libsgh/panindex-release-action,libsgh/panindex-release-action,maybe,
lidofinance/action-verify-bytecode,lidofinance/action-verify-bytecode,maybe,n
lidofinance/create-pull-request,lidofinance/create-pull-request,maybe,n
lifulltechvn/laravel-app-reviewdog-action,lifulltechvn/laravel-app-reviewdog-action,maybe,n
lightning-ai/devtools/.github/workflows/check-schema.yml,lightning-ai/devtools,maybe,
lightning-ai/probot,lightning-ai/probot,maybe,
lightning-ai/utilities/.github/workflows/check-code.yml,lightning-ai/utilities,maybe,
lightning-ai/utilities/.github/workflows/check-md-links.yml,lightning-ai/utilities,maybe,
lightning-ai/utilities/.github/workflows/check-package.yml,lightning-ai/utilities,maybe,
lightning-ai/utilities/.github/workflows/check-schema.yml,lightning-ai/utilities,maybe,
lightning-ai/utilities/.github/workflows/clear-cache.yml,lightning-ai/utilities,maybe,
lightninglabs/gh-actions/action-gh-release,lightninglabs/gh-actions,maybe,n
lightninglabs/gh-actions/build-push-action,lightninglabs/gh-actions,maybe,n
lightninglabs/gh-actions/login-action,lightninglabs/gh-actions,maybe,n
lightninglabs/gh-actions/setup-buildx-action,lightninglabs/gh-actions,maybe,n
lightninglabs/gh-actions/setup-qemu-action,lightninglabs/gh-actions,maybe,n
lightswitch05/sonarcloud-github-action,lightswitch05/sonarcloud-github-action,maybe,n
lijinke666/ding-talk-pr-notify,lijinke666/ding-talk-pr-notify,maybe,n
lindluni/issue-manager,lindluni/issue-manager,maybe,n
lineartapefilesystem/centos7-build,lineartapefilesystem/centos7-build,maybe,
lineartapefilesystem/centos8-build,lineartapefilesystem/centos8-build,maybe,
lineartapefilesystem/debian10-build,lineartapefilesystem/debian10-build,maybe,
lineartapefilesystem/fedora28-build,lineartapefilesystem/fedora28-build,maybe,
lineartapefilesystem/ubuntu2004-build,lineartapefilesystem/ubuntu2004-build,maybe,
linkerd/dev/actions/setup-tools,linkerd/dev,maybe,n
linkerd/linkerd2-action-gcloud,linkerd/linkerd2-action-gcloud,maybe,n
linusdierheimer/fastfetch/.github/workflows/check.yml,linusdierheimer/fastfetch,maybe,
linux-system-roles/lsr-gh-action-py26,linux-system-roles/lsr-gh-action-py26,maybe,n
linux-system-roles/lsr-woke-action,linux-system-roles/lsr-woke-action,maybe,n
linuxdeepin/.github/.github/workflows/backup-to-gitee.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/backup-to-gitlabwh.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/build-distribution.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/chatops.yml,linuxdeepin/.github,maybe,
linuxdeepin/.github/.github/workflows/cla-check.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/deploy-dev-doc.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/doc-check.yml,linuxdeepin/.github,maybe,n
linuxdeepin/.github/.github/workflows/license-check.yml,linuxdeepin/.github,maybe,n
linuxgemini/github-upload-release-artifacts-action,linuxgemini/github-upload-release-artifacts-action,maybe,n
linuxmint/github-actions/.github/workflows/do-builds.yml,linuxmint/github-actions,maybe,n
linuxserver/github-workflows/.github/workflows/init-svc-executable-permissions.yml,linuxserver/github-workflows,maybe,n
linuxserver/github-workflows/.github/workflows/issue-pr-tracker.yml,linuxserver/github-workflows,maybe,n
linuxwacom/libwacom/./.github/actions/meson,linuxwacom/libwacom,maybe,n
linuxwacom/libwacom/.github/actions/meson,linuxwacom/libwacom,maybe,n
linuxwacom/libwacom/.github/actions/pkginstall,linuxwacom/libwacom,maybe,n
liquibase/action-download-artifact,liquibase/action-download-artifact,maybe,n
liquibase/build-logic/.github/workflows/create-release.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/dependabot-automerge.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/extension-attach-artifact-release.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/extension-release-published.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/os-extension-test.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/package-deb.yml,liquibase/build-logic,maybe,n
liquibase/build-logic/.github/workflows/synk-nightly.yml,liquibase/build-logic,maybe,n
liquibase/liquibase/.github/workflows/build-azure-uber-jar.yml,liquibase/liquibase,maybe,n
liri-infra/fetch-artifact,liri-infra/fetch-artifact,maybe,n
liri-infra/lupdate-action,liri-infra/lupdate-action,maybe,n
liri-infra/transifex-action,liri-infra/transifex-action,maybe,n
liri-infra/translation-action,liri-infra/translation-action,maybe,n
liri-infra/xdg-validator-action,liri-infra/xdg-validator-action,maybe,n
lirios/.github/.github/workflows/build-linux-qt5.yml,lirios/.github,maybe,n
lirios/.github/.github/workflows/build-linux.yml,lirios/.github,maybe,n
lirios/.github/.github/workflows/checks.yml,lirios/.github,maybe,n
lirios/.github/.github/workflows/copr.yml,lirios/.github,maybe,n
lirios/.github/.github/workflows/transifex.yml,lirios/.github,maybe,n
litomore/simple-icons-release-action,litomore/simple-icons-release-action,maybe,
little-core-labs/get-git-tag,little-core-labs/get-git-tag,maybe,y
livepeer/action-gh-checksum-and-gpg-sign,livepeer/action-gh-checksum-and-gpg-sign,maybe,n
livepeer/action-gh-codesign-apple,livepeer/action-gh-codesign-apple,maybe,n
livepeer/branch-manifest-action,livepeer/branch-manifest-action,maybe,n
liya2017/composite-action,liya2017/composite-action,maybe,n
lizardbyte/.github/actions/create_release,lizardbyte/.github,maybe,
lizardbyte/.github/actions/verify_changelog,lizardbyte/.github,maybe,
lizardbyte/archlinux-package-action,lizardbyte/archlinux-package-action,maybe,
lizheming/issues-translate-action,lizheming/issues-translate-action,maybe,n
ljharb/actions-js-build/commit,ljharb/actions-js-build,maybe,n
ljharb/actions/.github/workflows/node.yml,ljharb/actions,maybe,n
ljharb/actions/.github/workflows/pretest.yml,ljharb/actions,maybe,n
ljharb/actions/.github/workflows/rebase.yml,ljharb/actions,maybe,n
ljharb/actions/node/install,ljharb/actions,maybe,n
ljharb/actions/node/matrix,ljharb/actions,maybe,n
ljharb/actions/node/run,ljharb/actions,maybe,n
ljharb/rebase,ljharb/rebase,maybe,n
ljharb/require-allow-edits,ljharb/require-allow-edits,maybe,n
llaville/.github/.github/workflows/gh-pages.yml,llaville/.github,maybe,n
llaville/.github/.github/workflows/mega-linter.yml,llaville/.github,maybe,n
llaville/.github/.github/workflows/release.yml,llaville/.github,maybe,n
llde/ghaction-virustotal,llde/ghaction-virustotal,maybe,y
llvm/actions/install-ninja,llvm/actions,maybe,n
llvm/actions/setup-windows,llvm/actions,maybe,n
localstack/meta/.github/workflows/sync-project.yml,localstack/meta,maybe,n
loekd/github-tag-action,loekd/github-tag-action,maybe,n
loekd/publish-unit-test-result-action/composite,loekd/publish-unit-test-result-action,maybe,n
loekd/release-action,loekd/release-action,maybe,n
logtalk-actions/setup-logtalk,logtalk-actions/setup-logtalk,maybe,y
logto-io/actions-add-labels-run-steps,logto-io/actions-add-labels-run-steps,maybe,n
logto-io/actions-node-pnpm-run-steps,logto-io/actions-node-pnpm-run-steps,maybe,n
loloof64/tauri-action,loloof64/tauri-action,maybe,n
lombiq/github-actions/.github/workflows/build-and-test-dotnet.yml,lombiq/github-actions,maybe,
