action_name,matched_key,bucket,claude_verdict,http_verdict,final_verdict
instill-ai/vdp/.github/workflows/integration-test-backend.yml,instill-ai/vdp,maybe,n,n,
instill-ai/vdp/.github/workflows/integration-test-console.yml,instill-ai/vdp,maybe,n,n,
instrumenta/kubeval-action,instrumenta/kubeval-action,maybe,y,n,
int128/aqua-action,int128/aqua-action,maybe,y,n,
int128/buildx-push-action,int128/buildx-push-action,maybe,y,n,
int128/create-commit-action,int128/create-commit-action,maybe,n,n,
int128/docker-build-cache-config-action,int128/docker-build-cache-config-action,maybe,y,n,
int128/docker-build-workflow/.github/workflows/build-multi-architecture.yaml,int128/docker-build-workflow,maybe,n,n,
int128/docker-build-workflow/.github/workflows/build.yaml,int128/docker-build-workflow,maybe,n,n,
int128/go-actions/release,int128/go-actions,maybe,n,n,
int128/go-actions/setup,int128/go-actions,maybe,n,n,
int128/go-workflows/.github/workflows/check.yaml,int128/go-workflows,maybe,n,n,
int128/hide-comment-action,int128/hide-comment-action,maybe,n,n,
int128/release-typescript-action,int128/release-typescript-action,maybe,n,n,
intel-innersource/frameworks.ai.infrastructure.code-scan-tools/.github/workflows/scanner_bdba.yml,intel-innersource/frameworks.ai.infrastructure.code-scan-tools,maybe,,n,
intel-innersource/frameworks.ai.infrastructure.code-scan-tools/.github/workflows/scanner_coverity.yml,intel-innersource/frameworks.ai.infrastructure.code-scan-tools,maybe,,n,
intel-innersource/frameworks.devops.github.actions.mcafee,intel-innersource/frameworks.devops.github.actions.mcafee,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/antivirus_scan.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/binary_analysis.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/docker.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/docker_gpu.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/embree_docker.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/embree_macos.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/embree_static_analysis.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/embree_windows.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/macos.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/perf.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/static_analysis.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/windows.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intel-innersource/libraries.devops.renderkit.workflows/.github/workflows/windows_gpu.yml,intel-innersource/libraries.devops.renderkit.workflows,maybe,n,n,
intelligo-systems/intelligo-actions,intelligo-systems/intelligo-actions,maybe,n,n,
internetarchive/build,internetarchive/build,maybe,n,n,
internetarchive/cicd,internetarchive/cicd,maybe,n,n,
inverse/edge-addon-python,inverse/edge-addon-python,maybe,n,n,
iobroker/testing-action-adapter,iobroker/testing-action-adapter,maybe,,n,
iobroker/testing-action-check,iobroker/testing-action-check,maybe,,n,
iobroker/testing-action-deploy,iobroker/testing-action-deploy,maybe,,n,
ionic-team/bot,ionic-team/bot,maybe,n,n,
ionic-team/capacitor-bot,ionic-team/capacitor-bot,maybe,n,n,
ioquatix/setup-ruby,ioquatix/setup-ruby,maybe,n,n,
iota9star/sign-android-release,iota9star/sign-android-release,maybe,n,n,
iotaledger/actions-gh-pages,iotaledger/actions-gh-pages,maybe,n,n,
iotaledger/create-pull-request,iotaledger/create-pull-request,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-build-and-test-stronghold-nodejs.yml,iotaledger/identity.rs,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-build-wasm.yml,iotaledger/identity.rs,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-create-dev-release-pr.yml,iotaledger/identity.rs,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-create-hotfix-pr.yml,iotaledger/identity.rs,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-create-main-release-pr.yml,iotaledger/identity.rs,maybe,n,n,
iotaledger/identity.rs/.github/workflows/shared-release.yml,iotaledger/identity.rs,maybe,n,n,
iovxw/upload-release-asset,iovxw/upload-release-asset,maybe,n,n,
ipfs-shipyard/ipfs-github-action,ipfs-shipyard/ipfs-github-action,maybe,y,n,
ipfs/aegir/actions/cache-node-modules,ipfs/aegir,maybe,n,n,
ipfs/aegir/actions/docker-login,ipfs/aegir,maybe,n,y,y
ipfs/download-ipfs-distribution-action,ipfs/download-ipfs-distribution-action,maybe,n,n,
ipfs/gateway-conformance/.github/actions/extract-fixtures,ipfs/gateway-conformance,maybe,n,n,
ipfs/gateway-conformance/.github/actions/test,ipfs/gateway-conformance,maybe,n,n,
ipfs/kubo/.github/workflows/runner.yml,ipfs/kubo,maybe,n,n,
ipfs/start-ipfs-daemon-action,ipfs/start-ipfs-daemon-action,maybe,n,n,
ipfs/uci/.github/workflows/go-test.yml,ipfs/uci,maybe,n,n,
irebbok/setup-nuget,irebbok/setup-nuget,maybe,,n,
iresearch-toolkit/clang-format-action,iresearch-toolkit/clang-format-action,maybe,y,n,
irssi-import/actions-irssi/check-irssi,irssi-import/actions-irssi,maybe,n,n,
irssi-import/actions-irssi/problem-matchers,irssi-import/actions-irssi,maybe,n,n,
isaaclambat/golang-test-annotations,isaaclambat/golang-test-annotations,maybe,,y,y
isbang/setup-awscli,isbang/setup-awscli,maybe,y,n,
isoos/setup-dart,isoos/setup-dart,maybe,n,n,
iterative/dvc-bench,iterative/dvc-bench,maybe,n,n,
iterative/gatsby-theme-iterative/.github/workflows/check-deployment.yml,iterative/gatsby-theme-iterative,maybe,n,n,
iterative/link-check.action,iterative/link-check.action,maybe,n,n,
iterative/link-check/.github/workflows/link-check-all.yml,iterative/link-check,maybe,n,n,
iterative/link-check/.github/workflows/link-check-deployment-status.yml,iterative/link-check,maybe,n,n,
iterative/py-template,iterative/py-template,maybe,n,n,
iterative/setup-dvc,iterative/setup-dvc,maybe,y,n,
itgoyo/github-activity-readme,itgoyo/github-activity-readme,maybe,n,n,
itmo-nss-team/nss-ops/.github/workflows/mirror-repo.yml,itmo-nss-team/nss-ops,maybe,,n,
itrooz/action-gh-release,itrooz/action-gh-release,maybe,,n,
ivov/validate-n8n-pull-request-title,ivov/validate-n8n-pull-request-title,maybe,n,n,
izhangzhihao/delete-comment,izhangzhihao/delete-comment,maybe,n,n,
jabbukka/jenkins-trigger,jabbukka/jenkins-trigger,maybe,n,n,
jackmckew/python-interrogate-check,jackmckew/python-interrogate-check,maybe,,n,
jacksonmaxfield/github-pages-deploy-action-python,jacksonmaxfield/github-pages-deploy-action-python,maybe,,n,
jackton1/find-changed-files,jackton1/find-changed-files,maybe,y,n,
jacobwgillespie/setup-node,jacobwgillespie/setup-node,maybe,n,n,
jacogr/action-approve,jacogr/action-approve,maybe,n,n,
jacogr/action-merge,jacogr/action-merge,maybe,n,n,
jafarabdi/latest-rosdistro-release-date-action,jafarabdi/latest-rosdistro-release-date-action,maybe,,n,
jagandeepbrar/lunasea/.github/actions/prepare_for_build,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/actions/prepare_for_deployment,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_android.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_ios.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_linux.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_macos.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_web.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/build_windows.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/enable_check.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/generate_files.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/notify.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/prepare.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/prepare_build.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/prepare_channels.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_android.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_ios.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_linux.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_macos.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_s3.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_web.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/publish_windows.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/release_android.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/release_ios.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/release_linux.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/release_macos.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/release_web.yml,jagandeepbrar/lunasea,maybe,,n,
jagandeepbrar/lunasea/.github/workflows/validate.yml,jagandeepbrar/lunasea,maybe,,n,
jaid/action-npm-install,jaid/action-npm-install,maybe,y,n,
jaid/action-sync-node-meta,jaid/action-sync-node-meta,maybe,n,n,
jakubtobiasz/syliusbuildtestappaction,jakubtobiasz/syliusbuildtestappaction,maybe,,n,
jamescurtin/isort-action,jamescurtin/isort-action,maybe,y,n,
jameshenry/nx-set-shas,jameshenry/nx-set-shas,maybe,n,y,y
jameshenry/nx-tag-successful-ci-run,jameshenry/nx-tag-successful-ci-run,maybe,y,n,
jameshenry/parallel-bash-commands,jameshenry/parallel-bash-commands,maybe,n,n,
jamesives/github-sponsors-readme-action,jamesives/github-sponsors-readme-action,maybe,,n,
jamesmcm/cargo-deb-aarch64-debian,jamesmcm/cargo-deb-aarch64-debian,maybe,n,n,
jamesmcm/cargo-deb-amd64-ubuntu,jamesmcm/cargo-deb-amd64-ubuntu,maybe,n,n,
jamesmcm/cargo-deb-armv5-debian,jamesmcm/cargo-deb-armv5-debian,maybe,n,n,
jamesmcm/cargo-deb-armv7-debian,jamesmcm/cargo-deb-armv7-debian,maybe,n,n,
jamesmcm/cargo-rpm-amd64-fedora,jamesmcm/cargo-rpm-amd64-fedora,maybe,n,n,
jamesmcm/cargo-rpm-amd64-opensuseleap,jamesmcm/cargo-rpm-amd64-opensuseleap,maybe,n,n,
jandedobbeleer/store-submission,jandedobbeleer/store-submission,maybe,n,n,
janniks/changesets-action,janniks/changesets-action,maybe,n,n,
janniks/pull-request-fixed-header,janniks/pull-request-fixed-header,maybe,n,n,
janthsueh/get-apk-info-action,janthsueh/get-apk-info-action,maybe,,n,
jaredly/get-changed-files,jaredly/get-changed-files,maybe,n,n,
jarvusinnovations/hologit,jarvusinnovations/hologit,maybe,,n,
jashandeep-sohi/release-action,jashandeep-sohi/release-action,maybe,n,n,
jashbook/check-branch-name,jashbook/check-branch-name,maybe,,y,y
jashbook/checkout,jashbook/checkout,maybe,,n,
jason0x43/action-project-manager,jason0x43/action-project-manager,maybe,n,n,
jason2866/action-gh-release,jason2866/action-gh-release,maybe,n,n,
jason2866/copy_file_to_another_repo_action,jason2866/copy_file_to_another_repo_action,maybe,,n,
jason2866/download-artifact,jason2866/download-artifact,maybe,n,y,y
jason2866/upload-artifact,jason2866/upload-artifact,maybe,n,n,
jasonetco/is-sponsor-label-action,jasonetco/is-sponsor-label-action,maybe,,n,
jasonetco/rss-to-readme,jasonetco/rss-to-readme,maybe,,n,
jasonetco/slash-assign-action,jasonetco/slash-assign-action,maybe,,n,
jasongdove/delete-release-assets,jasongdove/delete-release-assets,maybe,n,n,
jasongdove/ersatztv/.github/workflows/artifacts.yml,jasongdove/ersatztv,maybe,n,n,
jasongdove/ersatztv/.github/workflows/docker.yml,jasongdove/ersatztv,maybe,n,n,
jasonkarns/create-release,jasonkarns/create-release,maybe,n,y,y
jasonmccreary/php-lint,jasonmccreary/php-lint,maybe,,y,y
jasonstephen15/github-actions-issue-to-work-item,jasonstephen15/github-actions-issue-to-work-item,maybe,n,n,
jasonwilliams/criterion-compare-action,jasonwilliams/criterion-compare-action,maybe,y,n,
javalent/obsidian-overload/.github/workflows/upgrade.yml,javalent/obsidian-overload,maybe,n,n,
javalent/workflows/.github/workflows/notify.yml,javalent/workflows,maybe,n,n,
javalent/workflows/.github/workflows/publish.yml,javalent/workflows,maybe,n,n,
javalent/workflows/actions/discord-embed,javalent/workflows,maybe,n,n,
javipalanca/coveralls-python-action,javipalanca/coveralls-python-action,maybe,n,n,
jaxxstorm/action-docker-build,jaxxstorm/action-docker-build,maybe,y,n,
jayehernandez/the-good-place,jayehernandez/the-good-place,maybe,n,n,
jaywcjlove/coverage-badges-cli,jaywcjlove/coverage-badges-cli,maybe,n,n,
jaywcjlove/github-action-contributors,jaywcjlove/github-action-contributors,maybe,n,n,
jaywcjlove/github-action-modify-file-content,jaywcjlove/github-action-modify-file-content,maybe,n,n,
jaywcjlove/github-action-package,jaywcjlove/github-action-package,maybe,n,n,
jaywcjlove/markdown-to-html-cli,jaywcjlove/markdown-to-html-cli,maybe,n,n,
jbinda/super-labeler-action,jbinda/super-labeler-action,maybe,n,n,
jbolda/covector/packages/action,jbolda/covector,maybe,y,n,
jbolda/create-release,jbolda/create-release,maybe,y,y,y
jc5/lock-threads,jc5/lock-threads,maybe,,n,
jcfranco/actions-milestone-sync,jcfranco/actions-milestone-sync,maybe,n,n,
jd-0001/gh-action-comment-on-new-issue,jd-0001/gh-action-comment-on-new-issue,maybe,n,n,
jdfed/drip-form/.github/workflows/check.yml,jdfed/drip-form,maybe,,n,
jdpedrie/setup-php,jdpedrie/setup-php,maybe,n,n,
jdukewich/tauri-action,jdukewich/tauri-action,maybe,n,y,y
jeedom/workflows/.github/workflows/codelintglobal.yml,jeedom/workflows,maybe,,n,
jeedom/workflows/.github/workflows/lint_php73.yml,jeedom/workflows,maybe,,n,
jeedom/workflows/.github/workflows/lint_php74.yml,jeedom/workflows,maybe,,n,
jeedom/workflows/.github/workflows/php.yml,jeedom/workflows,maybe,n,n,
jegp/conda-publish-action,jegp/conda-publish-action,maybe,n,n,
jellyfin/jellyfin-ffmpeg/.github/workflows/_meta.yaml,jellyfin/jellyfin-ffmpeg,maybe,n,n,
jellyfin/jellyfin-meta-plugins/.github/workflows/command-dispatch.yaml,jellyfin/jellyfin-meta-plugins,maybe,n,n,
jellyfin/jellyfin-meta-plugins/.github/workflows/command-rebase.yaml,jellyfin/jellyfin-meta-plugins,maybe,n,n,
jellyfin/jellyfin-meta-plugins/.github/workflows/scan-codeql.yaml,jellyfin/jellyfin-meta-plugins,maybe,n,n,
jelmer/action-disperse-validate,jelmer/action-disperse-validate,maybe,n,n,
jen20/action-docker-build,jen20/action-docker-build,maybe,y,n,
jen20/action-install-pulumi-cli,jen20/action-install-pulumi-cli,maybe,n,n,
jen20/action-install-tf2pulumi,jen20/action-install-tf2pulumi,maybe,n,n,
jen20/action-test-provider-downstream,jen20/action-test-provider-downstream,maybe,n,n,
jenkins-infra/github-reusable-workflows/.github/workflows/maven-cd.yml,jenkins-infra/github-reusable-workflows,maybe,n,n,
jenkins-infra/interesting-category-action,jenkins-infra/interesting-category-action,maybe,n,n,
jenkins-infra/jenkins-maven-cd-action,jenkins-infra/jenkins-maven-cd-action,maybe,n,n,
jenkins-infra/jenkins-security-scan/.github/workflows/jenkins-security-scan.yaml,jenkins-infra/jenkins-security-scan,maybe,n,n,
jenkins-infra/verify-ci-status-action,jenkins-infra/verify-ci-status-action,maybe,y,n,
jenkinsci/jenkins-core-changelog-generator,jenkinsci/jenkins-core-changelog-generator,maybe,n,y,y
jens-maus/deploy-nightly,jens-maus/deploy-nightly,maybe,n,n,
jeremyd2019/package-grokker/grok-artifacts,jeremyd2019/package-grokker,maybe,n,n,
jeremyskinner/global-json-dotnet-install,jeremyskinner/global-json-dotnet-install,maybe,,n,
jeroen/actions/setup-r,jeroen/actions,maybe,n,n,
jerome1337/comment-pull-request,jerome1337/comment-pull-request,maybe,,n,
jessecooper/pyetrade/.github/workflows/build.yml,jessecooper/pyetrade,maybe,n,n,
jessfraz/branch-cleanup-action,jessfraz/branch-cleanup-action,maybe,n,n,
jetbrains/gradle-intellij-plugin/.github/workflows/reusable-test.yml,jetbrains/gradle-intellij-plugin,maybe,,n,
jetbrains/qodana-clone-finder-action,jetbrains/qodana-clone-finder-action,maybe,,n,
jetbrains/qodana-license-audit-action,jetbrains/qodana-license-audit-action,maybe,,n,
jetbrains/qodana-php,jetbrains/qodana-php,maybe,,n,
jgillis/delete-release-assets,jgillis/delete-release-assets,maybe,n,y,y
jgillis/import-codesign-certs,jgillis/import-codesign-certs,maybe,n,n,
jgillis/setup-build-matrix,jgillis/setup-build-matrix,maybe,n,y,y
jgillis/universal_grafter,jgillis/universal_grafter,maybe,n,n,
jgoguen/gh-actions/shellcheck,jgoguen/gh-actions,maybe,n,y,y
jgoguen/gh-actions/yaml-lint,jgoguen/gh-actions,maybe,n,n,
jhale/ec2-github-runner,jhale/ec2-github-runner,maybe,n,n,
jhen0409/release-asset-action,jhen0409/release-asset-action,maybe,n,n,
jhenstridge/snapcraft-build-action,jhenstridge/snapcraft-build-action,maybe,y,n,
jhenstridge/snapcraft-publish-action,jhenstridge/snapcraft-publish-action,maybe,n,n,
jimmykarily/luet-install-action,jimmykarily/luet-install-action,maybe,n,n,
jitsecurity-controls/jit-github-action,jitsecurity-controls/jit-github-action,maybe,y,n,
jitterbit/get-changed/files,jitterbit/get-changed,maybe,n,n,
jj/pr-greeting-action,jj/pr-greeting-action,maybe,,n,
jkeys089/actions-memcached,jkeys089/actions-memcached,maybe,n,n,
jmduarte/sphinx-action,jmduarte/sphinx-action,maybe,n,n,
jmhodges/howsmyssl/.github/workflows/deploy.yml,jmhodges/howsmyssl,maybe,n,n,
jmhodges/howsmyssl/.github/workflows/go.yml,jmhodges/howsmyssl,maybe,n,n,
jobobby04/sign-android-release,jobobby04/sign-android-release,maybe,n,n,
jobovy/pyodide-buildpackage-action/actions/build-meta,jobovy/pyodide-buildpackage-action,maybe,n,n,
jobovy/pyodide-buildpackage-action/actions/build-package,jobovy/pyodide-buildpackage-action,maybe,n,n,
jobovy/pyodide-buildpackage-action/actions/build-pyodide,jobovy/pyodide-buildpackage-action,maybe,n,n,
jodebu/upload-to-drive,jodebu/upload-to-drive,maybe,,n,
joe733/waka-readme,joe733/waka-readme,maybe,n,n,
joeizzard/action-wiki-sync,joeizzard/action-wiki-sync,maybe,n,n,
joerick/cibuildwheel,joerick/cibuildwheel,maybe,y,n,
joerick/update-vx.y-tag-action,joerick/update-vx.y-tag-action,maybe,,n,
joeyparrish/action-label-syncer,joeyparrish/action-label-syncer,maybe,n,n,
joeyparrish/release-please-action,joeyparrish/release-please-action,maybe,n,n,
joffrey-bion/.github/.github/workflows/upgrade-gradle-wrapper.yml,joffrey-bion/.github,maybe,n,n,
johanneswilm/coveralls-python-action,johanneswilm/coveralls-python-action,maybe,y,n,
john-shaffer/cache,john-shaffer/cache,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/acceptance-tests.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/coding-standards.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-acceptance-tests.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-build.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-coding-standards.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-deploy-assets.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-deploy-tag.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnbillion/plugin-infrastructure/.github/workflows/reusable-integration-tests.yml,johnbillion/plugin-infrastructure,maybe,n,n,
johnnyhuy/actions-discord-git-webhook,johnnyhuy/actions-discord-git-webhook,maybe,n,n,
johnnyhuy/discord-webhook,johnnyhuy/discord-webhook,maybe,n,n,
johnpryan/dart-coverage-action,johnpryan/dart-coverage-action,maybe,y,n,
johnsonandjohnson/bodiless-js/.github/workflows/build-test-lint-simple.yml,johnsonandjohnson/bodiless-js,maybe,,n,
johntitor/github-action,johntitor/github-action,maybe,,n,
jonabc/licensed-ci,jonabc/licensed-ci,maybe,y,n,
jonabc/setup-licensed,jonabc/setup-licensed,maybe,y,n,
jonahx/enforce-rebase,jonahx/enforce-rebase,maybe,n,n,
jonasalfredsson/checkout-qemu-buildx,jonasalfredsson/checkout-qemu-buildx,maybe,,n,
jonaseberle/github-action-setup-ddev,jonaseberle/github-action-setup-ddev,maybe,y,n,
jonfriesen/get-release-by-tag,jonfriesen/get-release-by-tag,maybe,n,n,
joonvena/robotframework-reporter-action,joonvena/robotframework-reporter-action,maybe,y,n,
jooooscha/action-release-releaseapk,jooooscha/action-release-releaseapk,maybe,n,n,
jorisroovers/gitlint/.github/workflows/test-release.yml,jorisroovers/gitlint,maybe,n,n,
jorturfer/kind-action,jorturfer/kind-action,maybe,,n,
josa42/actions/npm-publish,josa42/actions,maybe,n,n,
josa42/actions/update,josa42/actions,maybe,n,n,
josephbmanley/butler-publish-itchio-action,josephbmanley/butler-publish-itchio-action,maybe,n,n,
josh146/sphinx-action,josh146/sphinx-action,maybe,y,n,
joshdales/labeler,joshdales/labeler,maybe,n,n,
joshgummersall/base64-encode,joshgummersall/base64-encode,maybe,n,n,
joshgummersall/create-issue,joshgummersall/create-issue,maybe,n,n,
joshgummersall/dispatch-workflow,joshgummersall/dispatch-workflow,maybe,y,n,
joshgummersall/pr-style,joshgummersall/pr-style,maybe,n,n,
joshuakgoldberg/all-contributors-auto-action,joshuakgoldberg/all-contributors-auto-action,maybe,,n,
jossef/action-semantic-releaser,jossef/action-semantic-releaser,maybe,y,n,
jpkrohling/setup-operator-sdk,jpkrohling/setup-operator-sdk,maybe,y,n,
jpoehnelt/setup-bazel,jpoehnelt/setup-bazel,maybe,y,n,
jpribyl/action-docker-layer-caching,jpribyl/action-docker-layer-caching,maybe,y,n,
jprochazk/linkinator-action,jprochazk/linkinator-action,maybe,n,n,
jpsim/retest,jpsim/retest,maybe,n,n,
jpwest/nuget-push-action,jpwest/nuget-push-action,maybe,n,n,
jreisinger/github-actions/.github/workflows/go-release.yml,jreisinger/github-actions,maybe,n,n,
jreisinger/github-actions/.github/workflows/go-releaser.yml,jreisinger/github-actions,maybe,n,n,
jreisinger/github-actions/.github/workflows/go-test-scan.yml,jreisinger/github-actions,maybe,n,n,
jreisinger/github-actions/.github/workflows/go.yml,jreisinger/github-actions,maybe,n,n,
jrl-umi3218/github-actions/.github/workflows/package-project.yml,jrl-umi3218/github-actions,maybe,n,n,
jrl-umi3218/github-actions/build-cmake-project,jrl-umi3218/github-actions,maybe,n,n,
jrl-umi3218/github-actions/build-package,jrl-umi3218/github-actions,maybe,n,n,
jrl-umi3218/github-actions/build-package-native,jrl-umi3218/github-actions,maybe,n,n,
jrl-umi3218/github-actions/create-release,jrl-umi3218/github-actions,maybe,n,y,y
jrl-umi3218/github-actions/install-dependencies,jrl-umi3218/github-actions,maybe,n,y,y
jrl-umi3218/github-actions/upload-documentation,jrl-umi3218/github-actions,maybe,n,n,
jrl-umi3218/github-actions/upload-package,jrl-umi3218/github-actions,maybe,n,n,
jruby/jruby-ci-build,jruby/jruby-ci-build,maybe,n,n,
jruby/jruby/.github/workflows/snapshot-publish.yml,jruby/jruby,maybe,n,n,
jsii/superchain,jsii/superchain,maybe,n,n,
jsii/superchain:latest,jsii/superchain:latest,maybe,n,n,
jsiwek/ci-email-action,jsiwek/ci-email-action,maybe,y,n,
jsk-ros-pkg/jsk_travis,jsk-ros-pkg/jsk_travis,maybe,n,n,
jsm174/unity-test-runner,jsm174/unity-test-runner,maybe,n,y,y
jsmacros/jsmacros/.github/workflows/releasebuild.yml,jsmacros/jsmacros,maybe,n,n,
jsmacros/jsmacros/.github/workflows/releasedeploy.yml,jsmacros/jsmacros,maybe,n,n,
jsoref/labeler,jsoref/labeler,maybe,n,n,
jsumners/lock-threads,jsumners/lock-threads,maybe,n,n,
jtojnar/action,jtojnar/action,maybe,n,n,
juicedata/slack-notify-action,juicedata/slack-notify-action,maybe,n,y,y
julb/action-manage-label,julb/action-manage-label,maybe,n,n,
julia-actions/julia-processcoverage,julia-actions/julia-processcoverage,maybe,y,n,
jumppad-labs/winget-publish-action,jumppad-labs/winget-publish-action,maybe,n,n,
jumpserver/action-build-upload-assets,jumpserver/action-build-upload-assets,maybe,n,n,
jumpserver/action-generic-handler,jumpserver/action-generic-handler,maybe,n,n,
jumpserver/action-issues-alert,jumpserver/action-issues-alert,maybe,n,n,
junelife/gha-ubuntu-cross,junelife/gha-ubuntu-cross,maybe,n,n,
jungwinter/comment,jungwinter/comment,maybe,,n,
jungwinter/split,jungwinter/split,maybe,,n,
juntyr/criterion-compare-action,juntyr/criterion-compare-action,maybe,y,n,
jupyter-server/jupyter-releaser/.github/actions/common,jupyter-server/jupyter-releaser,maybe,n,n,
jupyter-server/jupyter-releaser/.github/actions/finalize-release,jupyter-server/jupyter-releaser,maybe,n,n,
jupyter-server/jupyter-releaser/.github/actions/populate-release,jupyter-server/jupyter-releaser,maybe,n,n,
jupyter-server/jupyter-releaser/.github/actions/prep-release,jupyter-server/jupyter-releaser,maybe,n,n,
jupyter-server/jupyter_releaser/.github/actions/check-links,jupyter-server/jupyter_releaser,maybe,n,n,
jupyter-server/jupyter_releaser/.github/actions/check-release,jupyter-server/jupyter_releaser,maybe,n,n,
jupyter-server/jupyter_releaser/.github/actions/finalize-release,jupyter-server/jupyter_releaser,maybe,n,n,
jupyter-server/jupyter_releaser/.github/actions/populate-release,jupyter-server/jupyter_releaser,maybe,n,n,
jupyter-server/jupyter_releaser/.github/actions/prep-release,jupyter-server/jupyter_releaser,maybe,n,n,
jupyterlab/benchmarks/.github/actions/memory-leak,jupyterlab/benchmarks,maybe,n,n,
jupyterlab/maintainer-tools/.github/actions/base-setup,jupyterlab/maintainer-tools,maybe,n,n,
